,user_id,feature_id,timestamp
64,2,3,2025-10-23 10:00:00
65,2,4,2025-10-24 01:00:00
66,2,4,2025-10-25 18:00:00
67,2,1,2025-10-26 18:00:00
68,2,3,2025-10-27 18:00:00
69,2,1,2025-10-28 09:00:00
70,2,3,2025-10-29 01:00:00
71,2,3,2025-10-30 10:00:00
72,2,1,2025-10-31 14:00:00
73,2,4,2025-11-01 22:00:00
74,2,4,2025-11-02 08:00:00
75,2,1,2025-11-03 20:00:00
76,2,4,2025-11-04 13:00:00
77,2,1,2025-11-05 06:00:00
78,2,4,2025-11-06 03:00:00
79,2,1,2025-11-07 07:00:00
80,2,4,2025-11-08 04:00:00
81,2,1,2025-11-09 19:00:00
82,2,3,2025-11-10 19:00:00
83,2,3,2025-11-11 06:00:00
84,2,4,2025-11-12 04:00:00
85,2,4,2025-11-13 02:00:00
86,2,3,2025-11-14 21:00:00
87,2,1,2025-11-15 06:00:00
88,2,1,2025-11-16 21:00:00
89,2,3,2025-11-17 22:00:00
90,2,3,2025-11-18 20:00:00
91,2,4,2025-11-19 05:00:00
92,2,3,2025-11-20 20:00:00
93,2,3,2025-11-21 22:00:00
94,2,1,2025-11-22 06:00:00
95,2,1,2025-11-23 00:00:00
96,2,3,2025-11-24 20:00:00
97,2,1,2025-11-25 17:00:00
98,2,1,2025-11-26 20:00:00
99,2,1,2025-11-27 17:00:00
100,2,1,2025-11-28 12:00:00
101,2,1,2025-11-29 02:00:00
102,2,4,2025-11-30 10:00:00
103,2,4,2025-12-01 20:00:00
104,2,3,2025-12-02 20:00:00
105,2,3,2025-12-03 03:00:00
106,2,3,2025-12-04 19:00:00
107,2,4,2025-12-05 07:00:00
108,2,1,2025-12-06 08:00:00
109,2,1,2025-12-07 19:00:00
110,2,3,2025-12-08 05:00:00
111,2,3,2025-12-09 20:00:00
112,2,1,2025-12-10 12:00:00
113,2,1,2025-12-11 08:00:00
114,2,1,2025-12-12 08:00:00
115,2,3,2025-12-13 00:00:00
116,3,1,2025-09-13 00:00:00
117,3,2,2025-09-14 05:00:00
118,3,1,2025-09-14 07:00:00
119,3,4,2025-09-16 10:00:00
120,3,4,2025-09-18 01:00:00
121,3,1,2025-09-20 21:00:00
122,3,1,2025-09-22 14:00:00
123,3,1,2025-09-24 22:00:00
124,3,1,2025-09-26 18:00:00
125,3,1,2025-09-28 11:00:00
126,3,1,2025-09-30 22:00:00
127,3,1,2025-10-02 07:00:00
128,3,1,2025-10-04 07:00:00
129,3,4,2025-10-06 22:00:00
130,3,1,2025-10-08 00:00:00
131,3,4,2025-10-10 18:00:00
132,3,1,2025-10-12 16:00:00
133,3,1,2025-10-14 19:00:00
134,3,3,2025-10-16 07:00:00
135,3,4,2025-10-18 13:00:00
136,3,4,2025-10-20 19:00:00
137,4,1,2025-10-12 00:00:00
138,4,1,2025-10-13 00:00:00
139,5,1,2025-07-02 00:00:00
140,5,1,2025-07-03 00:00:00
141,6,1,2025-11-07 00:00:00
142,6,2,2025-11-07 05:00:00
143,6,3,2025-11-08 09:00:00
144,6,1,2025-11-12 14:00:00
145,6,1,2025-11-16 07:00:00
146,6,3,2025-11-20 08:00:00
147,6,3,2025-11-24 14:00:00
148,6,1,2025-11-28 02:00:00
149,6,3,2025-12-02 03:00:00
150,6,3,2025-12-06 03:00:00
151,6,1,2025-12-10 08:00:00
152,7,1,2025-08-27 00:00:00
153,7,1,2025-08-28 00:00:00
154,8,1,2025-08-18 00:00:00
155,8,2,2025-08-18 10:00:00
156,8,4,2025-08-19 11:00:00
157,8,3,2025-08-23 07:00:00
158,8,1,2025-08-27 21:00:00
159,8,4,2025-08-31 20:00:00
160,8,3,2025-09-04 15:00:00
161,8,3,2025-09-08 10:00:00
162,8,1,2025-09-12 14:00:00
163,8,3,2025-09-16 07:00:00
164,8,1,2025-09-20 22:00:00
165,8,4,2025-09-24 07:00:00
166,8,3,2025-09-28 13:00:00
167,8,3,2025-10-02 17:00:00
168,8,3,2025-10-06 19:00:00
169,9,1,2025-07-15 00:00:00
170,9,1,2025-07-16 00:00:00
171,9,1,2025-07-17 00:00:00
172,10,1,2025-08-20 00:00:00
173,10,1,2025-08-21 00:00:00
174,10,1,2025-08-22 00:00:00
175,11,1,2025-11-08 00:00:00
176,11,2,2025-11-08 21:00:00
177,11,4,2025-11-09 22:00:00
178,11,1,2025-11-11 16:00:00
179,12,1,2025-09-11 00:00:00
180,12,1,2025-09-12 00:00:00
181,13,1,2025-08-29 00:00:00
182,13,2,2025-08-29 21:00:00
183,13,3,2025-08-30 07:00:00
184,13,4,2025-09-01 06:00:00
185,13,4,2025-09-03 11:00:00
186,13,3,2025-09-05 21:00:00
187,13,1,2025-09-07 10:00:00
188,13,1,2025-09-09 21:00:00
189,13,3,2025-09-11 12:00:00
190,13,1,2025-09-13 01:00:00
191,13,4,2025-09-15 20:00:00
192,13,4,2025-09-17 19:00:00
193,13,4,2025-09-19 17:00:00
194,13,4,2025-09-21 14:00:00
195,13,1,2025-09-23 22:00:00
196,13,4,2025-09-25 21:00:00
197,13,1,2025-09-27 04:00:00
198,13,4,2025-09-29 00:00:00
199,13,4,2025-10-01 21:00:00
200,13,1,2025-10-03 22:00:00
201,14,1,2025-09-28 00:00:00
202,14,2,2025-09-29 20:00:00
203,14,4,2025-09-29 04:00:00
204,14,3,2025-09-30 07:00:00
205,14,1,2025-10-01 15:00:00
206,14,1,2025-10-02 11:00:00
207,14,1,2025-10-03 02:00:00
208,14,4,2025-10-04 03:00:00
209,14,3,2025-10-05 09:00:00
210,15,1,2025-10-19 00:00:00
211,15,1,2025-10-20 00:00:00
212,15,1,2025-10-21 00:00:00
213,16,1,2025-07-08 00:00:00
214,16,1,2025-07-09 00:00:00
215,16,1,2025-07-10 00:00:00
216,17,1,2025-12-11 00:00:00
217,17,1,2025-12-12 00:00:00
218,18,1,2025-11-11 00:00:00
219,18,1,2025-11-12 00:00:00
220,18,1,2025-11-13 00:00:00
221,19,1,2025-11-23 00:00:00
222,19,1,2025-11-24 00:00:00
223,19,1,2025-11-25 00:00:00
224,20,1,2025-07-14 00:00:00
225,20,2,2025-07-15 18:00:00
226,20,1,2025-07-15 21:00:00
227,20,3,2025-07-17 13:00:00
228,20,1,2025-07-19 01:00:00
229,20,4,2025-07-21 19:00:00
230,20,4,2025-07-23 15:00:00
231,20,3,2025-07-25 22:00:00
232,20,1,2025-07-27 18:00:00
233,20,4,2025-07-29 03:00:00
234,20,3,2025-07-31 03:00:00
235,20,4,2025-08-02 21:00:00
236,20,3,2025-08-04 04:00:00
237,20,3,2025-08-06 20:00:00
238,20,4,2025-08-08 07:00:00
239,20,3,2025-08-10 20:00:00
240,20,3,2025-08-12 05:00:00
241,20,1,2025-08-14 03:00:00
242,20,1,2025-08-16 12:00:00
243,20,4,2025-08-18 22:00:00
244,20,1,2025-08-20 03:00:00
245,20,4,2025-08-22 13:00:00
246,20,3,2025-08-24 04:00:00
247,20,3,2025-08-26 22:00:00
248,20,3,2025-08-28 01:00:00
249,20,4,2025-08-30 17:00:00
250,20,1,2025-09-01 18:00:00
251,20,4,2025-09-03 13:00:00
252,20,1,2025-09-05 21:00:00
253,20,3,2025-09-07 11:00:00
254,20,1,2025-09-09 05:00:00
255,20,4,2025-09-11 03:00:00
256,20,1,2025-09-13 15:00:00
257,20,3,2025-09-15 03:00:00
258,20,1,2025-09-17 22:00:00
259,20,1,2025-09-19 22:00:00
260,20,4,2025-09-21 17:00:00
261,20,1,2025-09-23 19:00:00
262,20,4,2025-09-25 14:00:00
263,20,1,2025-09-27 21:00:00
264,20,1,2025-09-29 00:00:00
265,20,4,2025-10-01 05:00:00
266,20,3,2025-10-03 14:00:00
267,20,3,2025-10-05 14:00:00
268,20,4,2025-10-07 10:00:00
269,20,3,2025-10-09 08:00:00
270,20,1,2025-10-11 15:00:00
271,20,1,2025-10-13 19:00:00
272,20,3,2025-10-15 09:00:00
273,20,1,2025-10-17 02:00:00
274,20,1,2025-10-19 10:00:00
275,20,1,2025-10-21 21:00:00
276,20,1,2025-10-23 05:00:00
277,20,4,2025-10-25 12:00:00
278,20,4,2025-10-27 20:00:00
279,20,4,2025-10-29 09:00:00
280,20,3,2025-10-31 13:00:00
281,20,1,2025-11-02 18:00:00
282,20,1,2025-11-04 04:00:00
283,20,3,2025-11-06 20:00:00
284,20,3,2025-11-08 04:00:00
285,21,1,2025-08-09 00:00:00
286,21,1,2025-08-10 00:00:00
287,21,1,2025-08-11 00:00:00
288,22,1,2025-10-19 00:00:00
289,22,2,2025-10-20 11:00:00
290,22,3,2025-10-20 03:00:00
291,22,3,2025-10-24 08:00:00
292,22,1,2025-10-28 13:00:00
293,22,1,2025-11-01 19:00:00
294,22,1,2025-11-05 03:00:00
295,22,3,2025-11-09 11:00:00
296,22,4,2025-11-13 21:00:00
297,22,4,2025-11-17 02:00:00
298,23,1,2025-11-01 00:00:00
299,23,1,2025-11-02 00:00:00
300,23,1,2025-11-03 00:00:00
301,24,1,2025-08-14 00:00:00
302,24,1,2025-08-15 00:00:00
303,24,1,2025-08-16 00:00:00
304,25,1,2025-09-26 00:00:00
305,25,2,2025-09-27 18:00:00
306,25,1,2025-09-27 05:00:00
307,25,4,2025-09-28 12:00:00
308,25,3,2025-09-29 19:00:00
309,25,1,2025-09-30 10:00:00
310,25,3,2025-10-01 20:00:00
311,25,4,2025-10-02 00:00:00
312,25,3,2025-10-03 06:00:00
313,25,3,2025-10-04 14:00:00
314,25,4,2025-10-05 10:00:00
315,25,4,2025-10-06 15:00:00
316,25,3,2025-10-07 20:00:00
317,25,3,2025-10-08 11:00:00
318,25,3,2025-10-09 04:00:00
319,25,3,2025-10-10 20:00:00
320,25,4,2025-10-11 04:00:00
321,25,3,2025-10-12 22:00:00
322,25,1,2025-10-13 04:00:00
323,25,4,2025-10-14 18:00:00
324,25,1,2025-10-15 20:00:00
325,25,1,2025-10-16 08:00:00
326,25,1,2025-10-17 17:00:00
327,25,4,2025-10-18 03:00:00
328,25,1,2025-10-19 09:00:00
329,25,3,2025-10-20 06:00:00
330,25,1,2025-10-21 22:00:00
331,25,1,2025-10-22 16:00:00
332,25,3,2025-10-23 01:00:00
333,25,1,2025-10-24 10:00:00
334,25,3,2025-10-25 06:00:00
335,25,1,2025-10-26 16:00:00
336,25,3,2025-10-27 01:00:00
337,25,3,2025-10-28 13:00:00
338,25,1,2025-10-29 01:00:00
339,25,1,2025-10-30 09:00:00
340,25,3,2025-10-31 04:00:00
341,25,1,2025-11-01 21:00:00
342,25,3,2025-11-02 01:00:00
343,25,4,2025-11-03 01:00:00
344,25,3,2025-11-04 06:00:00
345,25,4,2025-11-05 11:00:00
346,25,3,2025-11-06 07:00:00
347,25,4,2025-11-07 09:00:00
348,25,4,2025-11-08 18:00:00
349,25,4,2025-11-09 16:00:00
350,25,3,2025-11-10 20:00:00
351,25,3,2025-11-11 03:00:00
352,25,3,2025-11-12 19:00:00
353,25,1,2025-11-13 14:00:00
354,25,3,2025-11-14 14:00:00
355,25,3,2025-11-15 19:00:00
356,25,3,2025-11-16 08:00:00
357,25,4,2025-11-17 16:00:00
358,25,1,2025-11-18 01:00:00
359,25,1,2025-11-19 02:00:00
360,25,4,2025-11-20 09:00:00
361,25,4,2025-11-21 05:00:00
362,25,4,2025-11-22 19:00:00
363,25,4,2025-11-23 17:00:00
364,25,1,2025-11-24 18:00:00
365,25,4,2025-11-25 18:00:00
366,25,3,2025-11-26 11:00:00
367,25,1,2025-11-27 07:00:00
368,25,1,2025-11-28 03:00:00
369,25,4,2025-11-29 20:00:00
370,25,4,2025-11-30 08:00:00
371,25,3,2025-12-01 14:00:00
372,25,3,2025-12-02 07:00:00
373,25,3,2025-12-03 09:00:00
374,25,3,2025-12-04 11:00:00
375,25,4,2025-12-05 06:00:00
376,25,4,2025-12-06 12:00:00
377,25,4,2025-12-07 17:00:00
378,25,3,2025-12-08 07:00:00
379,25,1,2025-12-09 00:00:00
380,25,1,2025-12-10 22:00:00
381,25,4,2025-12-11 15:00:00
382,25,3,2025-12-12 04:00:00
383,25,3,2025-12-13 05:00:00
384,25,4,2025-12-14 21:00:00
385,25,4,2025-12-15 08:00:00
386,25,4,2025-12-16 13:00:00
387,25,1,2025-12-17 15:00:00
388,25,4,2025-12-18 12:00:00
389,25,1,2025-12-19 20:00:00
390,25,3,2025-12-20 12:00:00
391,25,3,2025-12-21 03:00:00
392,25,4,2025-12-22 22:00:00
393,25,1,2025-12-23 04:00:00
394,25,1,2025-12-24 02:00:00
395,25,1,2025-12-25 03:00:00
396,25,3,2025-12-26 19:00:00
397,25,4,2025-12-27 04:00:00
398,25,3,2025-12-28 08:00:00
399,25,3,2025-12-29 17:00:00
400,25,1,2025-12-30 18:00:00
401,25,3,2025-12-31 10:00:00
402,25,1,2026-01-01 14:00:00
403,25,3,2026-01-02 20:00:00
404,25,4,2026-01-03 21:00:00
405,25,3,2026-01-04 11:00:00
406,25,1,2026-01-05 15:00:00
407,25,1,2026-01-06 00:00:00
408,25,3,2026-01-07 02:00:00
409,25,4,2026-01-08 08:00:00
410,25,3,2026-01-09 14:00:00
411,25,1,2026-01-10 10:00:00
412,25,3,2026-01-11 22:00:00
413,25,1,2026-01-12 16:00:00
414,25,4,2026-01-13 11:00:00
415,25,4,2026-01-14 14:00:00
416,25,1,2026-01-15 02:00:00
417,25,1,2026-01-16 19:00:00
418,25,3,2026-01-17 15:00:00
419,25,4,2026-01-18 01:00:00
420,25,4,2026-01-19 07:00:00
421,25,3,2026-01-20 06:00:00
422,25,1,2026-01-21 08:00:00
423,26,1,2025-09-01 00:00:00
424,26,1,2025-09-02 00:00:00
425,27,1,2025-12-10 00:00:00
426,27,2,2025-12-10 03:00:00
427,27,3,2025-12-11 14:00:00
428,27,4,2025-12-13 14:00:00
429,28,1,2025-08-10 00:00:00
430,28,2,2025-08-11 22:00:00
431,28,1,2025-08-11 03:00:00
432,28,1,2025-08-13 06:00:00
433,29,1,2025-07-12 00:00:00
434,29,2,2025-07-12 13:00:00
435,29,1,2025-07-13 18:00:00
436,29,4,2025-07-15 05:00:00
437,29,4,2025-07-17 22:00:00
438,29,3,2025-07-19 01:00:00
439,29,3,2025-07-21 05:00:00
440,29,1,2025-07-23 03:00:00
441,29,3,2025-07-25 07:00:00
442,29,4,2025-07-27 02:00:00
443,29,4,2025-07-29 13:00:00
444,29,1,2025-07-31 19:00:00
445,29,3,2025-08-02 07:00:00
446,29,4,2025-08-04 05:00:00
447,29,1,2025-08-06 21:00:00
448,29,3,2025-08-08 18:00:00
449,29,4,2025-08-10 18:00:00
450,29,4,2025-08-12 09:00:00
451,29,1,2025-08-14 08:00:00
452,29,3,2025-08-16 06:00:00
453,29,4,2025-08-18 08:00:00
454,29,1,2025-08-20 22:00:00
455,29,4,2025-08-22 18:00:00
456,29,3,2025-08-24 19:00:00
457,29,1,2025-08-26 05:00:00
458,29,1,2025-08-28 03:00:00
459,29,1,2025-08-30 08:00:00
460,29,1,2025-09-01 19:00:00
461,29,4,2025-09-03 13:00:00
462,29,4,2025-09-05 20:00:00
463,29,4,2025-09-07 08:00:00
464,29,3,2025-09-09 13:00:00
465,29,4,2025-09-11 08:00:00
466,29,3,2025-09-13 03:00:00
467,29,1,2025-09-15 08:00:00
468,29,3,2025-09-17 13:00:00
469,29,4,2025-09-19 08:00:00
470,29,1,2025-09-21 22:00:00
471,29,3,2025-09-23 16:00:00
472,29,4,2025-09-25 11:00:00
473,29,3,2025-09-27 10:00:00
474,29,1,2025-09-29 17:00:00
475,29,1,2025-10-01 20:00:00
476,29,1,2025-10-03 15:00:00
477,29,1,2025-10-05 02:00:00
478,29,1,2025-10-07 20:00:00
479,29,1,2025-10-09 08:00:00
480,29,4,2025-10-11 08:00:00
481,29,3,2025-10-13 16:00:00
482,29,1,2025-10-15 00:00:00
483,29,4,2025-10-17 22:00:00
484,29,3,2025-10-19 07:00:00
485,29,3,2025-10-21 11:00:00
486,29,4,2025-10-23 14:00:00
487,29,4,2025-10-25 08:00:00
488,29,1,2025-10-27 19:00:00
489,30,1,2025-11-28 00:00:00
490,30,1,2025-11-29 00:00:00
491,31,1,2025-12-19 00:00:00
492,31,1,2025-12-20 00:00:00
493,31,1,2025-12-21 00:00:00
494,32,1,2025-10-09 00:00:00
495,32,1,2025-10-10 00:00:00
496,33,1,2025-07-05 00:00:00
497,33,1,2025-07-06 00:00:00
498,34,1,2025-10-11 00:00:00
499,34,2,2025-10-11 04:00:00
500,34,4,2025-10-12 12:00:00
501,34,3,2025-10-16 21:00:00
502,35,1,2025-09-28 00:00:00
503,35,2,2025-09-29 03:00:00
504,35,4,2025-09-29 00:00:00
505,35,3,2025-09-30 05:00:00
506,35,1,2025-10-01 21:00:00
507,35,1,2025-10-02 17:00:00
508,35,3,2025-10-03 11:00:00
509,35,4,2025-10-04 07:00:00
510,35,1,2025-10-05 09:00:00
511,35,1,2025-10-06 12:00:00
512,35,3,2025-10-07 02:00:00
513,35,1,2025-10-08 02:00:00
514,35,1,2025-10-09 19:00:00
515,35,1,2025-10-10 12:00:00
516,35,1,2025-10-11 05:00:00
517,35,1,2025-10-12 13:00:00
518,35,4,2025-10-13 07:00:00
519,35,1,2025-10-14 19:00:00
520,35,1,2025-10-15 06:00:00
521,35,1,2025-10-16 20:00:00
522,35,4,2025-10-17 09:00:00
523,35,3,2025-10-18 21:00:00
524,35,1,2025-10-19 08:00:00
525,35,1,2025-10-20 04:00:00
526,35,1,2025-10-21 08:00:00
527,35,4,2025-10-22 20:00:00
528,35,4,2025-10-23 06:00:00
529,35,4,2025-10-24 08:00:00
530,35,4,2025-10-25 12:00:00
531,35,4,2025-10-26 13:00:00
532,35,1,2025-10-27 10:00:00
533,35,1,2025-10-28 13:00:00
534,35,4,2025-10-29 00:00:00
535,35,1,2025-10-30 11:00:00
536,35,1,2025-10-31 20:00:00
537,35,1,2025-11-01 11:00:00
538,35,1,2025-11-02 15:00:00
539,35,3,2025-11-03 12:00:00
540,35,3,2025-11-04 06:00:00
541,35,1,2025-11-05 04:00:00
542,35,4,2025-11-06 13:00:00
543,35,4,2025-11-07 12:00:00
544,35,1,2025-11-08 22:00:00
545,35,3,2025-11-09 14:00:00
546,35,3,2025-11-10 17:00:00
547,35,3,2025-11-11 03:00:00
548,35,4,2025-11-12 00:00:00
549,35,3,2025-11-13 03:00:00
550,35,4,2025-11-14 04:00:00
551,35,1,2025-11-15 14:00:00
552,35,3,2025-11-16 00:00:00
553,35,4,2025-11-17 18:00:00
554,35,4,2025-11-18 08:00:00
555,35,4,2025-11-19 01:00:00
556,35,3,2025-11-20 08:00:00
557,35,4,2025-11-21 01:00:00
558,35,1,2025-11-22 10:00:00
559,35,3,2025-11-23 09:00:00
560,35,4,2025-11-24 17:00:00
561,35,1,2025-11-25 21:00:00
562,35,4,2025-11-26 06:00:00
563,35,3,2025-11-27 19:00:00
564,35,3,2025-11-28 20:00:00
565,35,4,2025-11-29 05:00:00
566,35,3,2025-11-30 15:00:00
567,35,3,2025-12-01 07:00:00
568,35,1,2025-12-02 16:00:00
569,35,4,2025-12-03 11:00:00
570,35,1,2025-12-04 10:00:00
571,35,1,2025-12-05 22:00:00
572,35,3,2025-12-06 14:00:00
573,35,1,2025-12-07 04:00:00
574,35,4,2025-12-08 16:00:00
575,35,1,2025-12-09 22:00:00
576,35,1,2025-12-10 05:00:00
577,35,4,2025-12-11 21:00:00
578,35,4,2025-12-12 17:00:00
579,35,4,2025-12-13 12:00:00
580,35,1,2025-12-14 08:00:00
581,35,3,2025-12-15 05:00:00
582,35,3,2025-12-16 11:00:00
583,35,4,2025-12-17 02:00:00
584,35,4,2025-12-18 11:00:00
585,35,4,2025-12-19 08:00:00
586,35,4,2025-12-20 22:00:00
587,36,1,2025-09-01 00:00:00
588,36,2,2025-09-02 12:00:00
589,36,3,2025-09-02 06:00:00
590,36,4,2025-09-06 04:00:00
591,36,1,2025-09-10 03:00:00
592,36,1,2025-09-14 00:00:00
593,36,4,2025-09-18 14:00:00
594,36,3,2025-09-22 09:00:00
595,36,4,2025-09-26 02:00:00
596,36,4,2025-09-30 14:00:00
597,36,1,2025-10-04 10:00:00
598,36,3,2025-10-08 16:00:00
599,36,3,2025-10-12 04:00:00
600,36,3,2025-10-16 15:00:00
601,36,4,2025-10-20 00:00:00
602,36,1,2025-10-24 03:00:00
603,36,3,2025-10-28 12:00:00
604,36,3,2025-11-01 04:00:00
605,37,1,2025-10-04 00:00:00
606,37,2,2025-10-04 03:00:00
607,37,3,2025-10-05 03:00:00
608,37,3,2025-10-06 13:00:00
609,37,4,2025-10-07 10:00:00
610,37,4,2025-10-08 09:00:00
611,37,3,2025-10-09 17:00:00
612,37,1,2025-10-10 14:00:00
613,37,1,2025-10-11 09:00:00
614,37,3,2025-10-12 04:00:00
615,37,4,2025-10-13 04:00:00
616,37,3,2025-10-14 22:00:00
617,37,3,2025-10-15 03:00:00
618,37,1,2025-10-16 08:00:00
619,37,4,2025-10-17 12:00:00
620,37,3,2025-10-18 14:00:00
621,37,1,2025-10-19 19:00:00
622,37,3,2025-10-20 12:00:00
623,37,1,2025-10-21 03:00:00
624,37,1,2025-10-22 04:00:00
625,37,1,2025-10-23 16:00:00
626,37,1,2025-10-24 01:00:00
627,37,1,2025-10-25 21:00:00
628,37,4,2025-10-26 22:00:00
629,37,3,2025-10-27 02:00:00
630,37,1,2025-10-28 01:00:00
631,37,3,2025-10-29 18:00:00
632,37,1,2025-10-30 16:00:00
633,37,4,2025-10-31 13:00:00
634,37,1,2025-11-01 11:00:00
635,37,4,2025-11-02 11:00:00
636,37,4,2025-11-03 06:00:00
637,37,4,2025-11-04 00:00:00
638,37,1,2025-11-05 02:00:00
639,37,3,2025-11-06 14:00:00
640,37,4,2025-11-07 10:00:00
641,37,4,2025-11-08 16:00:00
642,37,3,2025-11-09 17:00:00
643,37,1,2025-11-10 18:00:00
644,37,1,2025-11-11 06:00:00
645,37,1,2025-11-12 07:00:00
646,37,1,2025-11-13 16:00:00
647,37,3,2025-11-14 03:00:00
648,37,4,2025-11-15 18:00:00
649,37,3,2025-11-16 20:00:00
650,37,3,2025-11-17 10:00:00
651,37,4,2025-11-18 12:00:00
652,37,3,2025-11-19 11:00:00
653,37,3,2025-11-20 20:00:00
654,37,4,2025-11-21 10:00:00
655,37,1,2025-11-22 04:00:00
656,37,1,2025-11-23 19:00:00
657,37,3,2025-11-24 13:00:00
658,37,3,2025-11-25 11:00:00
659,37,4,2025-11-26 16:00:00
660,37,3,2025-11-27 18:00:00
661,37,3,2025-11-28 15:00:00
662,37,3,2025-11-29 22:00:00
663,37,3,2025-11-30 03:00:00
664,37,1,2025-12-01 10:00:00
665,37,4,2025-12-02 22:00:00
666,37,1,2025-12-03 10:00:00
667,37,3,2025-12-04 18:00:00
668,37,4,2025-12-05 16:00:00
669,37,3,2025-12-06 20:00:00
670,37,4,2025-12-07 17:00:00
671,37,4,2025-12-08 14:00:00
672,37,4,2025-12-09 14:00:00
673,37,4,2025-12-10 12:00:00
674,37,4,2025-12-11 15:00:00
675,37,1,2025-12-12 08:00:00
676,37,1,2025-12-13 16:00:00
677,37,1,2025-12-14 16:00:00
678,37,4,2025-12-15 07:00:00
679,37,4,2025-12-16 05:00:00
680,37,1,2025-12-17 04:00:00
681,37,3,2025-12-18 14:00:00
682,37,3,2025-12-19 22:00:00
683,37,1,2025-12-20 21:00:00
684,37,4,2025-12-21 21:00:00
685,37,3,2025-12-22 02:00:00
686,37,3,2025-12-23 09:00:00
687,37,3,2025-12-24 20:00:00
688,37,4,2025-12-25 08:00:00
689,37,4,2025-12-26 14:00:00
690,37,3,2025-12-27 18:00:00
691,37,3,2025-12-28 07:00:00
692,37,4,2025-12-29 16:00:00
693,37,4,2025-12-30 06:00:00
694,37,1,2025-12-31 00:00:00
695,37,1,2026-01-01 04:00:00
696,37,1,2026-01-02 14:00:00
697,37,1,2026-01-03 12:00:00
698,37,4,2026-01-04 08:00:00
699,37,4,2026-01-05 00:00:00
700,37,4,2026-01-06 01:00:00
701,37,4,2026-01-07 07:00:00
702,37,3,2026-01-08 08:00:00
703,37,3,2026-01-09 13:00:00
704,37,3,2026-01-10 03:00:00
705,37,4,2026-01-11 05:00:00
706,37,4,2026-01-12 02:00:00
707,37,1,2026-01-13 13:00:00
708,37,3,2026-01-14 12:00:00
709,37,1,2026-01-15 12:00:00
710,38,1,2025-11-20 00:00:00
711,38,2,2025-11-21 14:00:00
712,38,1,2025-11-21 07:00:00
713,38,3,2025-11-23 22:00:00
714,38,3,2025-11-25 09:00:00
715,38,3,2025-11-27 01:00:00
716,38,4,2025-11-29 12:00:00
717,38,4,2025-12-01 01:00:00
718,38,4,2025-12-03 02:00:00
719,38,3,2025-12-05 13:00:00
720,38,4,2025-12-07 22:00:00
721,38,1,2025-12-09 21:00:00
722,38,1,2025-12-11 06:00:00
723,38,1,2025-12-13 06:00:00
724,38,1,2025-12-15 16:00:00
725,38,1,2025-12-17 20:00:00
726,38,4,2025-12-19 20:00:00
727,38,4,2025-12-21 20:00:00
728,38,4,2025-12-23 21:00:00
729,38,4,2025-12-25 16:00:00
730,38,3,2025-12-27 22:00:00
731,38,3,2025-12-29 09:00:00
732,38,3,2025-12-31 03:00:00
733,38,3,2026-01-02 19:00:00
734,39,1,2025-12-07 00:00:00
